Date,CampaignID,Impressions,Reach,Spend_IDR
2025-10-05,DIG_GOOGLE_003,619043,535695,3921938
2025-10-08,DIG_GOOGLE_003,400727,334878,4408049
2025-10-09,DIG_GOOGLE_003,514311,425939,1999846
2025-10-11,DIG_GOOGLE_003,325551,244952,3266732
2025-10-12,DIG_GOOGLE_003,266766,181249,3881061
2025-10-15,DIG_GOOGLE_003,166226,103987,4046536
2025-10-19,DIG_GOOGLE_003,258838,174694,6442960
2025-10-20,DIG_GOOGLE_003,252903,163541,5088917
2025-10-21,DIG_GOOGLE_003,170205,107572,1846869
2025-10-22,DIG_GOOGLE_003,403005,267177,4636455
2025-10-23,DIG_GOOGLE_003,375819,304247,5149358
2025-10-24,DIG_GOOGLE_003,586681,451565,2569731
2025-10-25,DIG_GOOGLE_003,342932,227784,3992886
2025-10-28,DIG_GOOGLE_003,493041,326665,3084665
2025-10-29,DIG_GOOGLE_003,444287,360727,4649072
2025-11-01,DIG_GOOGLE_003,183785,126161,6544388
2025-11-02,DIG_GOOGLE_003,224659,191794,5316501
2025-11-03,DIG_GOOGLE_003,471649,404963,1629669
2025-11-04,DIG_GOOGLE_003,536063,439432,1637358
2025-11-05,DIG_GOOGLE_003,365919,314738,2978836
2025-11-06,DIG_GOOGLE_003,539086,327703,1954337
2025-11-08,DIG_GOOGLE_003,240962,209800,4544402
2025-11-11,DIG_GOOGLE_003,288720,215400,2331121
2025-11-12,DIG_GOOGLE_003,322778,261747,5669067
2025-11-14,DIG_GOOGLE_003,339317,278147,5382193
2025-11-15,DIG_GOOGLE_003,186541,166287,3603514
2025-11-17,DIG_GOOGLE_003,422261,361505,5997789
2025-11-18,DIG_GOOGLE_003,451343,285217,3252530
2025-11-19,DIG_GOOGLE_003,247218,170600,3492050
2025-11-21,DIG_GOOGLE_003,391294,313539,2460417
2025-11-24,DIG_GOOGLE_003,498281,434229,3271921
2025-11-25,DIG_GOOGLE_003,328490,204409,1735380
2025-11-27,DIG_GOOGLE_003,337631,249440,2335789
2025-11-28,DIG_GOOGLE_003,470957,334747,3585284
2025-11-29,DIG_GOOGLE_003,355502,278763,3438193
2025-11-30,DIG_GOOGLE_003,462578,389062,5704395
2025-12-01,DIG_GOOGLE_003,451487,300858,3709651
2025-12-02,DIG_GOOGLE_003,162994,119163,4311785
2025-12-03,DIG_GOOGLE_003,544657,372666,5853189
2025-12-04,DIG_GOOGLE_003,258339,215056,1753864
2025-12-05,DIG_GOOGLE_003,574819,486961,2659607
2025-12-09,DIG_GOOGLE_003,349909,242608,3824525
2025-12-11,DIG_GOOGLE_003,273734,183015,1771339
2025-12-13,DIG_GOOGLE_003,434690,345594,4826031
2025-12-15,DIG_GOOGLE_003,589575,529794,5722284
2025-12-16,DIG_GOOGLE_003,332015,284829,5696792
2025-12-20,DIG_GOOGLE_003,345322,286682,2658100
2025-12-21,DIG_GOOGLE_003,465094,363311,4382669
2025-12-23,DIG_GOOGLE_003,411845,350098,5038344
2025-12-24,DIG_GOOGLE_003,566844,458035,2444449
2025-12-25,DIG_GOOGLE_003,319513,244973,3602828
2025-12-26,DIG_GOOGLE_003,354915,270268,3546206
2025-12-27,DIG_GOOGLE_003,509997,441207,6969519
2025-12-28,DIG_GOOGLE_003,208640,133525,5185410
2025-12-29,DIG_GOOGLE_003,509464,388697,3280707
2024-07-01,DIG_TIKTOK_001,176239,156546,610892
2024-07-02,DIG_TIKTOK_001,52897,35503,837218
2024-07-03,DIG_TIKTOK_001,64026,49043,1867384
2024-07-04,DIG_TIKTOK_001,135484,110362,914571
2024-07-06,DIG_TIKTOK_001,109557,72736,1946142
2024-07-07,DIG_TIKTOK_001,63689,43620,1245970
2024-07-08,DIG_TIKTOK_001,61033,41882,1471878
2024-07-09,DIG_TIKTOK_001,112698,91718,977828
2024-07-10,DIG_TIKTOK_001,71355,45545,914590
2024-07-12,DIG_TIKTOK_001,160073,98322,1290632
2024-07-13,DIG_TIKTOK_001,206193,146786,2097866
2024-07-14,DIG_TIKTOK_001,108399,68847,1962414
2024-07-15,DIG_TIKTOK_001,57830,43003,1081017
2024-07-17,DIG_TIKTOK_001,116022,94288,607843
2024-07-18,DIG_TIKTOK_001,105590,69530,589770
2024-07-20,DIG_TIKTOK_001,179073,127586,1117185
2024-07-21,DIG_TIKTOK_001,168373,103644,1027018
2024-07-22,DIG_TIKTOK_001,80170,64523,812467
2024-07-25,DIG_TIKTOK_001,58758,38207,1874677
2024-07-26,DIG_TIKTOK_001,112707,74605,1058677
2024-07-27,DIG_TIKTOK_001,217589,156139,1516547
2024-07-28,DIG_TIKTOK_001,107715,72549,1871101
2024-07-29,DIG_TIKTOK_001,172822,134182,1585723
2024-07-30,DIG_TIKTOK_001,68646,60408,965717
2024-07-31,DIG_TIKTOK_001,149355,109648,540461
2024-08-03,DIG_TIKTOK_001,141260,92682,1896200
2024-08-04,DIG_TIKTOK_001,62739,49813,1585297
2024-08-05,DIG_TIKTOK_001,102348,79398,716127
2024-08-06,DIG_TIKTOK_001,54122,34143,1779085
2024-08-07,DIG_TIKTOK_001,143017,103132,1292160
2024-08-08,DIG_TIKTOK_001,60242,41211,1713976
2024-08-09,DIG_TIKTOK_001,103006,67824,520835
2024-08-10,DIG_TIKTOK_001,85614,71408,2077704
2024-08-11,DIG_TIKTOK_001,151780,111305,1187601
2024-08-12,DIG_TIKTOK_001,135442,117032,1860777
2024-08-14,DIG_TIKTOK_001,71789,60965,810905
2024-08-16,DIG_TIKTOK_001,70342,59373,656267
2024-08-18,DIG_TIKTOK_001,114589,69802,620047
2024-08-20,DIG_TIKTOK_001,111722,78613,1462791
2024-08-21,DIG_TIKTOK_001,154332,109300,1655798
2024-08-22,DIG_TIKTOK_001,59532,46850,501864
2024-08-23,DIG_TIKTOK_001,174125,130797,1152204
2024-08-24,DIG_TIKTOK_001,199068,153855,890261
2024-08-25,DIG_TIKTOK_001,130824,110339,1768017
2024-08-27,DIG_TIKTOK_001,58488,44923,1597419
2024-08-29,DIG_TIKTOK_001,184842,121890,1390325
2024-08-30,DIG_TIKTOK_001,173427,148305,1535965
2024-08-31,DIG_TIKTOK_001,178364,111694,2099784
2024-09-02,DIG_TIKTOK_001,109197,75823,854914
2024-09-03,DIG_TIKTOK_001,94080,57003,753889
2024-09-04,DIG_TIKTOK_001,179337,151742,1652886
2024-09-05,DIG_TIKTOK_001,93183,57463,1595639
2024-09-06,DIG_TIKTOK_001,170244,133613,1473194
2024-09-07,DIG_TIKTOK_001,165701,139567,2135692
2024-09-09,DIG_TIKTOK_001,76475,48015,611829
2024-09-10,DIG_TIKTOK_001,186021,160277,1189298
2024-09-12,DIG_TIKTOK_001,152352,97308,1012083
2024-09-15,DIG_TIKTOK_001,83065,67053,1870517
2024-09-16,DIG_TIKTOK_001,156482,127306,726157
2024-09-17,DIG_TIKTOK_001,151236,125849,1216046
2024-09-21,DIG_TIKTOK_001,78305,50872,1633479
2024-09-24,DIG_TIKTOK_001,53904,37633,1158260
2024-09-25,DIG_TIKTOK_001,189398,119816,1228724
2024-09-26,DIG_TIKTOK_001,198514,170436,1051883
2024-09-27,DIG_TIKTOK_001,127109,82638,1999543
2024-09-28,DIG_TIKTOK_001,167263,147398,1007170
2024-09-30,DIG_TIKTOK_001,60393,41415,945287
2024-10-01,DIG_TIKTOK_001,156252,128963,1249173
2024-10-02,DIG_TIKTOK_001,93225,58852,1009933
2024-10-03,DIG_TIKTOK_001,145174,125574,948980
2024-10-04,DIG_TIKTOK_001,71901,62445,1619997
2024-10-05,DIG_TIKTOK_001,75865,52567,945782
2024-10-06,DIG_TIKTOK_001,194355,138795,2378389
2024-10-07,DIG_TIKTOK_001,173409,142357,1434962
2024-10-08,DIG_TIKTOK_001,161887,103598,1503774
2024-10-09,DIG_TIKTOK_001,177563,128339,1532876
2024-10-11,DIG_TIKTOK_001,106778,93867,1125048
2024-10-12,DIG_TIKTOK_001,89797,67921,1447423
2024-10-14,DIG_TIKTOK_001,186696,116104,1716188
2024-10-16,DIG_TIKTOK_001,140168,113771,762991
2024-10-17,DIG_TIKTOK_001,186305,152626,558760
2024-10-18,DIG_TIKTOK_001,54168,38014,1245295
2024-10-19,DIG_TIKTOK_001,93411,77814,1531002
2024-10-20,DIG_TIKTOK_001,104337,75910,1644738
2024-10-21,DIG_TIKTOK_001,113837,68853,1449511
2024-10-22,DIG_TIKTOK_001,77483,60089,1206701
2024-10-23,DIG_TIKTOK_001,192859,146307,1481629
2024-10-27,DIG_TIKTOK_001,213702,153401,2089188
2024-10-28,DIG_TIKTOK_001,144144,102948,1928053
2024-10-30,DIG_TIKTOK_001,131595,101310,764611
2024-11-01,DIG_TIKTOK_001,96698,74710,1721879
2024-11-02,DIG_TIKTOK_001,205425,136566,1293802
2024-11-04,DIG_TIKTOK_001,66490,54772,551734
2024-11-05,DIG_TIKTOK_001,154879,108963,1481218
2024-11-06,DIG_TIKTOK_001,192102,133700,1105650
2024-11-07,DIG_TIKTOK_001,150427,121727,1048389
2024-11-10,DIG_TIKTOK_001,186403,163096,1419293
2024-11-11,DIG_TIKTOK_001,184921,130840,1166662
2024-11-12,DIG_TIKTOK_001,170336,114641,1856756
2024-11-13,DIG_TIKTOK_001,186910,168159,1029438
2024-11-15,DIG_TIKTOK_001,154623,110835,515260
2024-11-16,DIG_TIKTOK_001,140443,124056,1692049
2024-11-17,DIG_TIKTOK_001,128197,104370,1881838
2024-11-18,DIG_TIKTOK_001,92800,60944,515357
2024-11-19,DIG_TIKTOK_001,85932,63798,1592715
2024-11-20,DIG_TIKTOK_001,158086,110553,1370350
2024-11-21,DIG_TIKTOK_001,64133,52153,1737282
2024-11-22,DIG_TIKTOK_001,131848,88058,683974
2024-11-24,DIG_TIKTOK_001,147371,114461,777575
2024-11-26,DIG_TIKTOK_001,192971,144672,1762640
2024-11-28,DIG_TIKTOK_001,98916,61946,604200
2024-11-30,DIG_TIKTOK_001,106549,84810,1744620
2024-12-01,DIG_TIKTOK_001,76615,66543,2013486
2024-12-03,DIG_TIKTOK_001,81285,69727,601121
2024-12-04,DIG_TIKTOK_001,131600,89784,733898
2024-12-05,DIG_TIKTOK_001,105886,67996,1363720
2024-12-06,DIG_TIKTOK_001,160177,101044,1080518
2024-12-07,DIG_TIKTOK_001,127545,85415,1385687
2024-12-08,DIG_TIKTOK_001,113805,91537,2125840
2024-12-10,DIG_TIKTOK_001,90241,79431,1095720
2024-12-11,DIG_TIKTOK_001,113923,97235,1497922
2024-12-13,DIG_TIKTOK_001,114529,68943,1399367
2024-12-15,DIG_TIKTOK_001,115499,81152,1517918
2024-12-16,DIG_TIKTOK_001,111256,72839,1995534
2024-12-17,DIG_TIKTOK_001,65832,40490,854431
2024-12-18,DIG_TIKTOK_001,114008,74751,1146746
2024-12-20,DIG_TIKTOK_001,138136,84026,1872975
2024-12-22,DIG_TIKTOK_001,106536,87202,1409954
2024-12-23,DIG_TIKTOK_001,65630,53660,698559
2024-12-24,DIG_TIKTOK_001,124914,105031,706690
2024-12-25,DIG_TIKTOK_001,175082,112814,914647
2024-12-26,DIG_TIKTOK_001,176195,108984,1932520
2024-12-27,DIG_TIKTOK_001,192386,172336,713561
2024-12-28,DIG_TIKTOK_001,202681,135817,1805458
2024-12-29,DIG_TIKTOK_001,128563,111828,620179
2024-12-31,DIG_TIKTOK_001,111207,92767,806528
2025-01-01,DIG_TIKTOK_001,416369,261837,3812323
2025-01-02,DIG_TIKTOK_001,189800,143446,5964284
2025-01-03,DIG_TIKTOK_001,408218,315651,3929609
2025-01-05,DIG_TIKTOK_001,178155,149092,4588312
2025-01-06,DIG_TIKTOK_001,269537,162594,5174497
2025-01-07,DIG_TIKTOK_001,293910,185941,5935573
2025-01-08,DIG_TIKTOK_001,166940,125780,2896542
2025-01-09,DIG_TIKTOK_001,213343,155518,3836897
2025-01-10,DIG_TIKTOK_001,329437,227561,1778999
2025-01-11,DIG_TIKTOK_001,477070,376508,5064486
2025-01-12,DIG_TIKTOK_001,281008,214171,3342829
2025-01-13,DIG_TIKTOK_001,503706,316424,2986321
2025-01-15,DIG_TIKTOK_001,315703,271372,4978818
2025-01-16,DIG_TIKTOK_001,300949,270236,3186247
2025-01-18,DIG_TIKTOK_001,449631,290602,5201713
2025-01-19,DIG_TIKTOK_001,406787,259424,7141959
2025-01-20,DIG_TIKTOK_001,379912,266191,2707566
2025-01-21,DIG_TIKTOK_001,297027,184482,2249247
2025-01-23,DIG_TIKTOK_001,307298,228113,4906050
2025-01-24,DIG_TIKTOK_001,530045,363548,4633985
2025-01-25,DIG_TIKTOK_001,273491,216592,5479777
2025-01-26,DIG_TIKTOK_001,438187,277886,5148740
2025-01-27,DIG_TIKTOK_001,247701,174881,3509507
2025-01-28,DIG_TIKTOK_001,580924,464546,1911994
2025-01-29,DIG_TIKTOK_001,295149,229933,5202879
2025-01-30,DIG_TIKTOK_001,475354,363937,4800326
2025-01-31,DIG_TIKTOK_001,322288,207393,2641667
2025-02-01,DIG_TIKTOK_001,602462,421587,5495514
2025-02-02,DIG_TIKTOK_001,633439,457980,6296269
2025-02-03,DIG_TIKTOK_001,502814,304407,4627327
2025-02-04,DIG_TIKTOK_001,320418,264322,4147659
2025-02-05,DIG_TIKTOK_001,382702,258148,4545491
2025-02-06,DIG_TIKTOK_001,588257,420035,4816088
2025-02-07,DIG_TIKTOK_001,430712,380722,5945870
2025-02-08,DIG_TIKTOK_001,241812,205698,3646982
2025-02-10,DIG_TIKTOK_001,207203,160883,2339727
2025-02-11,DIG_TIKTOK_001,287343,207091,4626550
2025-02-12,DIG_TIKTOK_001,340414,298179,4245643
2025-02-13,DIG_TIKTOK_001,268615,234121,3294125
2025-02-14,DIG_TIKTOK_001,574577,457484,2971106
2025-02-15,DIG_TIKTOK_001,603771,399249,2899087
2025-02-16,DIG_TIKTOK_001,254342,225345,2835996
2025-02-17,DIG_TIKTOK_001,579446,387749,4370267
2025-02-18,DIG_TIKTOK_001,378530,281359,4194976
2025-02-19,DIG_TIKTOK_001,279401,190655,3544956
2025-02-20,DIG_TIKTOK_001,308909,213961,2996377
2025-02-23,DIG_TIKTOK_001,685444,484460,7097696
2025-02-24,DIG_TIKTOK_001,423881,281406,5815777
2025-02-25,DIG_TIKTOK_001,302710,202292,2425857
2025-02-26,DIG_TIKTOK_001,546318,376302,1520950
2025-02-27,DIG_TIKTOK_001,400208,359337,1891443
2025-02-28,DIG_TIKTOK_001,347236,267024,1948298
2025-03-01,DIG_TIKTOK_001,392166,272259,3433619
2025-03-03,DIG_TIKTOK_001,513848,436867,2555565
2025-03-04,DIG_TIKTOK_001,462009,314987,5881935
2025-03-05,DIG_TIKTOK_001,217510,149506,2837123
2025-03-06,DIG_TIKTOK_001,313588,220882,5216863
2025-03-07,DIG_TIKTOK_001,488227,340802,4400500
2025-03-08,DIG_TIKTOK_001,543236,352779,3902548
2025-03-09,DIG_TIKTOK_001,632772,488498,4100726
2025-03-11,DIG_TIKTOK_001,338585,264117,3570789
2025-03-14,DIG_TIKTOK_001,577063,412661,4386913
2025-03-17,DIG_TIKTOK_001,319658,207031,4780961
2025-03-18,DIG_TIKTOK_001,355919,306754,2384122
2025-03-19,DIG_TIKTOK_001,422915,295752,1636928
2025-03-20,DIG_TIKTOK_001,188979,113589,3325697
2025-03-22,DIG_TIKTOK_001,675471,572819,4100826
2025-03-23,DIG_TIKTOK_001,550315,445490,4546002
2025-03-25,DIG_TIKTOK_001,359192,285330,2291653
2025-03-26,DIG_TIKTOK_001,179228,159437,1817349
2025-03-27,DIG_TIKTOK_001,495435,358151,2825081
2025-03-28,DIG_TIKTOK_001,406027,298767,3602545
2025-03-30,DIG_TIKTOK_001,230612,165507,5371193
2025-04-01,DIG_TIKTOK_001,219046,138176,4153969
2025-04-02,DIG_TIKTOK_001,201015,175955,4537549
2025-04-03,DIG_TIKTOK_001,241214,156999,2039888
2025-04-04,DIG_TIKTOK_001,372991,267269,5090276
2025-04-06,DIG_TIKTOK_001,314317,211123,2701652
2025-04-07,DIG_TIKTOK_001,382227,306083,2811773
2025-04-10,DIG_TIKTOK_001,394102,259979,2021548
2025-04-11,DIG_TIKTOK_001,297057,245620,3871924
2025-04-12,DIG_TIKTOK_001,565035,348801,7085072
2025-04-13,DIG_TIKTOK_001,532319,398887,4838150
2025-04-14,DIG_TIKTOK_001,272157,240549,3155723
2025-04-15,DIG_TIKTOK_001,225278,193104,1785395
2025-04-16,DIG_TIKTOK_001,513951,435302,5004512
2025-04-17,DIG_TIKTOK_001,216704,167338,2297042
2025-04-18,DIG_TIKTOK_001,374315,292212,4011217
2025-04-19,DIG_TIKTOK_001,545925,359185,1977318
2025-04-20,DIG_TIKTOK_001,680578,578915,4751509
2025-04-21,DIG_TIKTOK_001,202780,145173,4273857
2025-04-23,DIG_TIKTOK_001,229438,192944,3680120
2025-04-24,DIG_TIKTOK_001,425224,302682,5192155
2025-04-25,DIG_TIKTOK_001,550081,465035,2545884
2025-04-26,DIG_TIKTOK_001,507396,375409,4318141
2025-04-27,DIG_TIKTOK_001,606422,491550,3459982
2025-04-28,DIG_TIKTOK_001,369304,240930,5237997
2025-04-29,DIG_TIKTOK_001,539304,454219,4648225
2025-04-30,DIG_TIKTOK_001,192319,135298,2136187
2025-05-03,DIG_TIKTOK_001,469477,286166,5915316
2025-05-04,DIG_TIKTOK_001,315393,274142,6152078
2025-05-05,DIG_TIKTOK_001,221972,188921,1844129
2025-05-06,DIG_TIKTOK_001,389054,289522,5086255
2025-05-08,DIG_TIKTOK_001,195297,154459,5109147
2025-05-11,DIG_TIKTOK_001,396710,283580,5062787
2025-05-12,DIG_TIKTOK_001,526644,434443,2104049
2025-05-13,DIG_TIKTOK_001,186344,146733,5228189
2025-05-16,DIG_TIKTOK_001,342360,291705,4853552
2025-05-17,DIG_TIKTOK_001,213160,165627,5930228
2025-05-18,DIG_TIKTOK_001,532494,466163,5093874
2025-05-20,DIG_TIKTOK_001,204935,161214,5216533
2025-05-22,DIG_TIKTOK_001,509379,382611,5323616
2025-05-23,DIG_TIKTOK_001,585896,386989,3324472
2025-05-24,DIG_TIKTOK_001,285259,236478,2249500
2025-05-25,DIG_TIKTOK_001,431672,325896,7123136
2025-05-26,DIG_TIKTOK_001,228405,173930,5804370
2025-05-27,DIG_TIKTOK_001,439485,350984,3370131
2025-05-28,DIG_TIKTOK_001,505714,370681,3748139
2025-05-29,DIG_TIKTOK_001,245570,156611,2909476
2025-05-30,DIG_TIKTOK_001,182738,142745,3934213
2025-06-03,DIG_TIKTOK_001,525093,323833,1600834
2025-06-04,DIG_TIKTOK_001,230270,195761,3950039
2025-06-08,DIG_TIKTOK_001,356358,285105,5736018
2025-06-09,DIG_TIKTOK_001,587448,360152,4675139
2025-06-10,DIG_TIKTOK_001,343753,236239,2056365
2025-06-12,DIG_TIKTOK_001,472667,334927,3680418
2025-06-13,DIG_TIKTOK_001,501018,302775,4906168
2025-06-14,DIG_TIKTOK_001,354453,243663,2950730
2025-06-15,DIG_TIKTOK_001,271905,209066,6271930
2025-06-16,DIG_TIKTOK_001,429341,372702,3776000
2025-06-17,DIG_TIKTOK_001,432245,310455,1891529
2025-06-18,DIG_TIKTOK_001,401509,277098,2026892
2025-06-20,DIG_TIKTOK_001,432982,291516,2455289
2025-06-21,DIG_TIKTOK_001,407216,341583,4405911
2025-06-22,DIG_TIKTOK_001,582018,407376,6683259
2025-06-23,DIG_TIKTOK_001,299686,229883,2757907
2025-06-24,DIG_TIKTOK_001,194403,132929,5614616
2025-06-25,DIG_TIKTOK_001,526953,413422,2655027
2025-06-26,DIG_TIKTOK_001,510320,421573,5422913
2025-06-28,DIG_TIKTOK_001,366011,244176,4507761
2025-06-29,DIG_TIKTOK_001,479885,420323,6603258
2025-06-30,DIG_TIKTOK_001,441899,354018,4628120
2025-07-01,DIG_TIKTOK_001,214615,191778,2497446
2025-07-02,DIG_TIKTOK_001,341286,241632,3604814
2025-07-06,DIG_TIKTOK_001,634268,569671,4846569
2025-07-09,DIG_TIKTOK_001,521348,444336,1604337
2025-07-11,DIG_TIKTOK_001,292311,214906,4379180
2025-07-12,DIG_TIKTOK_001,293676,227095,6733656
2025-07-13,DIG_TIKTOK_001,464661,407597,5380584
2025-07-14,DIG_TIKTOK_001,494856,351662,2492883
2025-07-15,DIG_TIKTOK_001,443463,272042,3764945
2025-07-16,DIG_TIKTOK_001,384110,234542,5142401
2025-07-17,DIG_TIKTOK_001,239711,203327,4376132
2025-07-18,DIG_TIKTOK_001,562030,403279,3621205
2025-07-19,DIG_TIKTOK_001,469180,328695,5371576
2025-07-20,DIG_TIKTOK_001,323164,262755,3950335
2025-07-21,DIG_TIKTOK_001,329034,233455,3483499
2025-07-22,DIG_TIKTOK_001,270692,188499,1885634
2025-07-23,DIG_TIKTOK_001,328065,289822,4982048
2025-07-27,DIG_TIKTOK_001,239529,195628,5031788
2025-07-28,DIG_TIKTOK_001,461979,338729,3781194
2025-07-29,DIG_TIKTOK_001,472816,408033,3292585
2025-08-01,DIG_TIKTOK_001,273694,237126,5603462
2025-08-02,DIG_TIKTOK_001,560313,443815,4174087
2025-08-03,DIG_TIKTOK_001,456581,311717,5464568
2025-08-04,DIG_TIKTOK_001,462294,277808,2419111
2025-08-05,DIG_TIKTOK_001,286396,216147,3304804
2025-08-06,DIG_TIKTOK_001,524879,427852,5843905
2025-08-07,DIG_TIKTOK_001,164638,116519,3264648
2025-08-09,DIG_TIKTOK_001,313174,213659,4292558
2025-08-10,DIG_TIKTOK_001,404375,316136,5114541
2025-08-11,DIG_TIKTOK_001,487955,405703,5094800
2025-08-12,DIG_TIKTOK_001,570046,351308,3092466
2025-08-13,DIG_TIKTOK_001,426280,256817,3388195
2025-08-15,DIG_TIKTOK_001,340572,257420,3681162
2025-08-16,DIG_TIKTOK_001,322387,262053,2387043
2025-08-17,DIG_TIKTOK_001,468262,359521,4392664
2025-08-18,DIG_TIKTOK_001,553552,431755,1938551
2025-08-19,DIG_TIKTOK_001,490416,380243,3587987
2025-08-20,DIG_TIKTOK_001,287491,184387,5505436
2025-08-21,DIG_TIKTOK_001,466785,378119,4741981
2025-08-23,DIG_TIKTOK_001,493088,440744,4830118
2025-08-24,DIG_TIKTOK_001,249470,206860,6964188
2025-08-25,DIG_TIKTOK_001,162908,101563,5176032
2025-08-26,DIG_TIKTOK_001,421321,367321,4168317
2025-08-27,DIG_TIKTOK_001,244288,147164,1806220
2025-08-31,DIG_TIKTOK_001,293972,228220,1904211
2025-09-02,DIG_TIKTOK_001,465791,372708,2047078
2025-09-03,DIG_TIKTOK_001,207950,182522,5159151
2025-09-04,DIG_TIKTOK_001,302784,198733,1866085
2025-09-05,DIG_TIKTOK_001,370914,296057,4590809
2025-09-06,DIG_TIKTOK_001,676578,572266,1950782
2025-09-07,DIG_TIKTOK_001,501122,329326,4225552
2025-09-08,DIG_TIKTOK_001,243719,156556,3901418
2025-09-10,DIG_TIKTOK_001,482045,395672,2598182
2025-09-11,DIG_TIKTOK_001,459712,323513,5426558
2025-09-12,DIG_TIKTOK_001,245212,181611,4770193
2025-09-13,DIG_TIKTOK_001,487309,372238,4713292
2025-09-14,DIG_TIKTOK_001,447802,373475,4015108
2025-09-15,DIG_TIKTOK_001,588479,372118,3419659
2025-09-16,DIG_TIKTOK_001,252857,199158,3035906
2025-09-17,DIG_TIKTOK_001,282006,227016,2298465
2025-09-20,DIG_TIKTOK_001,188036,130339,4853191
2025-09-22,DIG_TIKTOK_001,347349,229045,2174735
2025-09-23,DIG_TIKTOK_001,307301,270760,3695250
2025-09-24,DIG_TIKTOK_001,492327,393049,5293017
2025-09-25,DIG_TIKTOK_001,426060,301134,1509782
2025-09-26,DIG_TIKTOK_001,480998,427369,3500818
2025-09-27,DIG_TIKTOK_001,613018,429235,4730705
2025-09-28,DIG_TIKTOK_001,637796,413175,3322161
2025-09-29,DIG_TIKTOK_001,531200,468154,3590881
2025-09-30,DIG_TIKTOK_001,222656,144071,5693793
2025-10-02,DIG_TIKTOK_001,369595,308598,2336585
2025-10-05,DIG_TIKTOK_001,436440,341348,6481508
2025-10-07,DIG_TIKTOK_001,307574,242117,1831116
2025-10-08,DIG_TIKTOK_001,281886,171847,2167734
2025-10-10,DIG_TIKTOK_001,464608,396254,2059072
2025-10-11,DIG_TIKTOK_001,661657,473466,3061438
2025-10-13,DIG_TIKTOK_001,246348,154108,2481304
2025-10-19,DIG_TIKTOK_001,280317,200811,6261554
2025-10-20,DIG_TIKTOK_001,447211,380892,5436470
2025-10-21,DIG_TIKTOK_001,590991,381807,4727866
2025-10-23,DIG_TIKTOK_001,545041,394008,4394481
2025-10-24,DIG_TIKTOK_001,158595,118788,3872318
2025-10-25,DIG_TIKTOK_001,217903,160768,6810952
2025-10-29,DIG_TIKTOK_001,315130,197599,2763289
2025-10-31,DIG_TIKTOK_001,310917,229861,4505018
2025-11-01,DIG_TIKTOK_001,281773,202772,6130003
2025-11-02,DIG_TIKTOK_001,485418,318787,2209106
2025-11-03,DIG_TIKTOK_001,390441,250034,5536940
2025-11-04,DIG_TIKTOK_001,362101,289876,2039370
2025-11-05,DIG_TIKTOK_001,435070,313885,2149903
2025-11-06,DIG_TIKTOK_001,299624,192988,5106436
2025-11-08,DIG_TIKTOK_001,538160,433254,3387761
2025-11-10,DIG_TIKTOK_001,206647,157529,3085259
2025-11-11,DIG_TIKTOK_001,150154,92781,4600210
2025-11-12,DIG_TIKTOK_001,550883,494804,5811828
2025-11-13,DIG_TIKTOK_001,287680,230929,1709558
2025-11-14,DIG_TIKTOK_001,175274,130139,2849874
2025-11-15,DIG_TIKTOK_001,385304,271781,2292739
2025-11-16,DIG_TIKTOK_001,230754,193219,5844808
2025-11-17,DIG_TIKTOK_001,414343,367564,3493958
2025-11-18,DIG_TIKTOK_001,382893,275199,2214371
2025-11-19,DIG_TIKTOK_001,375372,242119,2386936
2025-11-21,DIG_TIKTOK_001,550326,431958,1853374
2025-11-22,DIG_TIKTOK_001,499677,355786,2046468
2025-11-24,DIG_TIKTOK_001,577184,513383,1675960
2025-11-25,DIG_TIKTOK_001,249672,202339,4722149
2025-11-27,DIG_TIKTOK_001,160834,98615,2574448
2025-11-28,DIG_TIKTOK_001,284231,212594,5103070
2025-11-30,DIG_TIKTOK_001,178489,137510,4117658
2025-12-01,DIG_TIKTOK_001,265981,213385,4940917
2025-12-02,DIG_TIKTOK_001,270128,183721,4275040
2025-12-04,DIG_TIKTOK_001,424576,358815,2316851
2025-12-05,DIG_TIKTOK_001,400720,248190,4440495
2025-12-06,DIG_TIKTOK_001,686092,417755,6195078
2025-12-07,DIG_TIKTOK_001,177565,139265,4038567
2025-12-08,DIG_TIKTOK_001,267615,189564,3203550
2025-12-09,DIG_TIKTOK_001,398729,267784,3116442
2025-12-10,DIG_TIKTOK_001,250830,188715,5341933
2025-12-11,DIG_TIKTOK_001,314542,249325,4040817
2025-12-12,DIG_TIKTOK_001,389675,236215,3164578
2025-12-13,DIG_TIKTOK_001,565389,358464,5332974
2025-12-15,DIG_TIKTOK_001,262091,202300,3134372
2025-12-17,DIG_TIKTOK_001,310963,222788,4476624
2025-12-18,DIG_TIKTOK_001,311634,204810,4675367
2025-12-19,DIG_TIKTOK_001,482213,337738,5342222
2025-12-21,DIG_TIKTOK_001,238465,151410,2068670
2025-12-22,DIG_TIKTOK_001,420379,333899,4476041
2025-12-23,DIG_TIKTOK_001,243229,191346,4905958
2025-12-24,DIG_TIKTOK_001,254565,157223,5746470
2025-12-25,DIG_TIKTOK_001,277438,213975,4830777
2025-12-26,DIG_TIKTOK_001,199466,123723,5820201
2025-12-27,DIG_TIKTOK_001,222780,183435,4107268
2025-12-29,DIG_TIKTOK_001,169052,121036,4329479
2025-12-30,DIG_TIKTOK_001,440125,281270,2528785
